797,"Laboratorio Clínico - Sala 98","Apoyo","Diagnóstico","II Nivel"
798,"Imagenología - A","Apoyo","Diagnóstico","II Nivel"
799,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
800,"Cardiología - C","Ambulatorio","Especialidades","III Nivel"
801,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
802,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
803,"Cirugía General - Sala 4","Quirúrgico","Quirófano","III Nivel"
804,"Pediatría - A","Hospitalario","Clínico","III Nivel"
805,"Emergencias - B","Emergencia","Hospitalización","II Nivel"
806,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
807,"Cardiología - Norte","Ambulatorio","Especialidades","III Nivel"
808,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
809,"Emergencias - Sala 10","Emergencia","Hospitalización","II Nivel"
810,"Emergencias - A","Emergencia","Hospitalización","II Nivel"
811,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
812,"Emergencias - C","Emergencia","Hospitalización","II Nivel"
813,"Unidad de Cuidados Intensivos - Norte","Hospitalario","Crítica","III Nivel"
814,"Traumatología - Sur","Hospitalario","Especialidades","III Nivel"
815,"Consulta Externa - Sala 16","Ambulatorio","Medicina General","I Nivel"
816,"Consulta Externa - A","Ambulatorio","Medicina General","I Nivel"
817,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
818,"Pediatría - C","Hospitalario","Clínico","III Nivel"
819,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
820,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
821,"Traumatología - Sala 22","Hospitalario","Especialidades","III Nivel"
822,"Ginecología y Obstetricia - A","Hospitalario","Maternidad","III Nivel"
823,"Traumatología - B","Hospitalario","Especialidades","III Nivel"
824,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
825,"Cirugía General - Norte","Quirúrgico","Quirófano","III Nivel"
826,"Emergencias - Sur","Emergencia","Hospitalización","II Nivel"
827,"Emergencias - Sala 28","Emergencia","Hospitalización","II Nivel"
828,"Cirugía General - A","Quirúrgico","Quirófano","III Nivel"
829,"Imagenología - B","Apoyo","Diagnóstico","II Nivel"
830,"Cirugía General - C","Quirúrgico","Quirófano","III Nivel"
831,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
832,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
833,"Cardiología - Sala 34","Ambulatorio","Especialidades","III Nivel"
834,"Ginecología y Obstetricia - A","Hospitalario","Maternidad","III Nivel"
835,"Unidad de Cuidados Intensivos - B","Hospitalario","Crítica","III Nivel"
836,"Imagenología - C","Apoyo","Diagnóstico","II Nivel"
837,"Unidad de Cuidados Intensivos - Norte","Hospitalario","Crítica","III Nivel"
838,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
839,"Unidad de Cuidados Intensivos - Sala 40","Hospitalario","Crítica","III Nivel"
840,"Imagenología - A","Apoyo","Diagnóstico","II Nivel"
841,"Cardiología - B","Ambulatorio","Especialidades","III Nivel"
842,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
843,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
844,"Pediatría - Sur","Hospitalario","Clínico","III Nivel"
845,"Emergencias - Sala 46","Emergencia","Hospitalización","II Nivel"
846,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
847,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
848,"Cardiología - C","Ambulatorio","Especialidades","III Nivel"
849,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
850,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
851,"Emergencias - Sala 52","Emergencia","Hospitalización","II Nivel"
852,"Ginecología y Obstetricia - A","Hospitalario","Maternidad","III Nivel"
853,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
854,"Emergencias - C","Emergencia","Hospitalización","II Nivel"
855,"Cirugía General - Norte","Quirúrgico","Quirófano","III Nivel"
856,"Consulta Externa - Sur","Ambulatorio","Medicina General","I Nivel"
857,"Consulta Externa - Sala 58","Ambulatorio","Medicina General","I Nivel"
858,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
859,"Imagenología - B","Apoyo","Diagnóstico","II Nivel"
860,"Cirugía General - C","Quirúrgico","Quirófano","III Nivel"
861,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
862,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
863,"Cirugía General - Sala 64","Quirúrgico","Quirófano","III Nivel"
864,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
865,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
866,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
867,"Laboratorio Clínico - Norte","Apoyo","Diagnóstico","II Nivel"
868,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
869,"Traumatología - Sala 70","Hospitalario","Especialidades","III Nivel"
870,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
871,"Unidad de Cuidados Intensivos - B","Hospitalario","Crítica","III Nivel"
872,"Cirugía General - C","Quirúrgico","Quirófano","III Nivel"
873,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
874,"Unidad de Cuidados Intensivos - Sur","Hospitalario","Crítica","III Nivel"
875,"Cirugía General - Sala 76","Quirúrgico","Quirófano","III Nivel"
876,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
877,"Pediatría - B","Hospitalario","Clínico","III Nivel"
878,"Pediatría - C","Hospitalario","Clínico","III Nivel"
879,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
880,"Emergencias - Sur","Emergencia","Hospitalización","II Nivel"
881,"Cirugía General - Sala 82","Quirúrgico","Quirófano","III Nivel"
882,"Cirugía General - A","Quirúrgico","Quirófano","III Nivel"
883,"Pediatría - B","Hospitalario","Clínico","III Nivel"
884,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
885,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
886,"Imagenología - Sur","Apoyo","Diagnóstico","II Nivel"
887,"Laboratorio Clínico - Sala 88","Apoyo","Diagnóstico","II Nivel"
888,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
889,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
890,"Pediatría - C","Hospitalario","Clínico","III Nivel"
891,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
892,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
893,"Pediatría - Sala 94","Hospitalario","Clínico","III Nivel"
894,"Pediatría - A","Hospitalario","Clínico","III Nivel"
895,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
896,"Consulta Externa - C","Ambulatorio","Medicina General","I Nivel"
897,"Cirugía General - Norte","Quirúrgico","Quirófano","III Nivel"
898,"Pediatría - Sur","Hospitalario","Clínico","III Nivel"
899,"Traumatología - Sala 100","Hospitalario","Especialidades","III Nivel"
900,"Cirugía General - A","Quirúrgico","Quirófano","III Nivel"
901,"Emergencias - B","Emergencia","Hospitalización","II Nivel"
902,"Imagenología - C","Apoyo","Diagnóstico","II Nivel"
903,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
904,"Consulta Externa - Sur","Ambulatorio","Medicina General","I Nivel"
905,"Laboratorio Clínico - Sala 6","Apoyo","Diagnóstico","II Nivel"
906,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
907,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
908,"Cirugía General - C","Quirúrgico","Quirófano","III Nivel"
909,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
910,"Emergencias - Sur","Emergencia","Hospitalización","II Nivel"
911,"Traumatología - Sala 12","Hospitalario","Especialidades","III Nivel"
912,"Pediatría - A","Hospitalario","Clínico","III Nivel"
913,"Imagenología - B","Apoyo","Diagnóstico","II Nivel"
914,"Traumatología - C","Hospitalario","Especialidades","III Nivel"
915,"Traumatología - Norte","Hospitalario","Especialidades","III Nivel"
916,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
917,"Cardiología - Sala 18","Ambulatorio","Especialidades","III Nivel"
918,"Ginecología y Obstetricia - A","Hospitalario","Maternidad","III Nivel"
919,"Pediatría - B","Hospitalario","Clínico","III Nivel"
920,"Cirugía General - C","Quirúrgico","Quirófano","III Nivel"
921,"Laboratorio Clínico - Norte","Apoyo","Diagnóstico","II Nivel"
922,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
923,"Traumatología - Sala 24","Hospitalario","Especialidades","III Nivel"
924,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
925,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
926,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
927,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
928,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
929,"Unidad de Cuidados Intensivos - Sala 30","Hospitalario","Crítica","III Nivel"
930,"Ginecología y Obstetricia - A","Hospitalario","Maternidad","III Nivel"
931,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
932,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
933,"Cirugía General - Norte","Quirúrgico","Quirófano","III Nivel"
934,"Consulta Externa - Sur","Ambulatorio","Medicina General","I Nivel"
935,"Imagenología - Sala 36","Apoyo","Diagnóstico","II Nivel"
936,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
937,"Consulta Externa - B","Ambulatorio","Medicina General","I Nivel"
938,"Pediatría - C","Hospitalario","Clínico","III Nivel"
939,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
940,"Unidad de Cuidados Intensivos - Sur","Hospitalario","Crítica","III Nivel"
941,"Emergencias - Sala 42","Emergencia","Hospitalización","II Nivel"
942,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
943,"Pediatría - B","Hospitalario","Clínico","III Nivel"
944,"Unidad de Cuidados Intensivos - C","Hospitalario","Crítica","III Nivel"
945,"Cardiología - Norte","Ambulatorio","Especialidades","III Nivel"
946,"Pediatría - Sur","Hospitalario","Clínico","III Nivel"
947,"Pediatría - Sala 48","Hospitalario","Clínico","III Nivel"
948,"Laboratorio Clínico - A","Apoyo","Diagnóstico","II Nivel"
949,"Cardiología - B","Ambulatorio","Especialidades","III Nivel"
950,"Imagenología - C","Apoyo","Diagnóstico","II Nivel"
951,"Imagenología - Norte","Apoyo","Diagnóstico","II Nivel"
952,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
953,"Traumatología - Sala 54","Hospitalario","Especialidades","III Nivel"
954,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
955,"Cirugía General - B","Quirúrgico","Quirófano","III Nivel"
956,"Pediatría - C","Hospitalario","Clínico","III Nivel"
957,"Unidad de Cuidados Intensivos - Norte","Hospitalario","Crítica","III Nivel"
958,"Laboratorio Clínico - Sur","Apoyo","Diagnóstico","II Nivel"
959,"Ginecología y Obstetricia - Sala 60","Hospitalario","Maternidad","III Nivel"
960,"Cardiología - A","Ambulatorio","Especialidades","III Nivel"
961,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
962,"Pediatría - C","Hospitalario","Clínico","III Nivel"
963,"Emergencias - Norte","Emergencia","Hospitalización","II Nivel"
964,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
965,"Pediatría - Sala 66","Hospitalario","Clínico","III Nivel"
966,"Cardiología - A","Ambulatorio","Especialidades","III Nivel"
967,"Laboratorio Clínico - B","Apoyo","Diagnóstico","II Nivel"
968,"Traumatología - C","Hospitalario","Especialidades","III Nivel"
969,"Laboratorio Clínico - Norte","Apoyo","Diagnóstico","II Nivel"
970,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
971,"Imagenología - Sala 72","Apoyo","Diagnóstico","II Nivel"
972,"Laboratorio Clínico - A","Apoyo","Diagnóstico","II Nivel"
973,"Traumatología - B","Hospitalario","Especialidades","III Nivel"
974,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
975,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
976,"Cirugía General - Sur","Quirúrgico","Quirófano","III Nivel"
977,"Emergencias - Sala 78","Emergencia","Hospitalización","II Nivel"
978,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
979,"Unidad de Cuidados Intensivos - B","Hospitalario","Crítica","III Nivel"
980,"Imagenología - C","Apoyo","Diagnóstico","II Nivel"
981,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
982,"Cardiología - Sur","Ambulatorio","Especialidades","III Nivel"
983,"Imagenología - Sala 84","Apoyo","Diagnóstico","II Nivel"
984,"Traumatología - A","Hospitalario","Especialidades","III Nivel"
985,"Pediatría - B","Hospitalario","Clínico","III Nivel"
986,"Ginecología y Obstetricia - C","Hospitalario","Maternidad","III Nivel"
987,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
988,"Emergencias - Sur","Emergencia","Hospitalización","II Nivel"
989,"Cardiología - Sala 90","Ambulatorio","Especialidades","III Nivel"
990,"Cardiología - A","Ambulatorio","Especialidades","III Nivel"
991,"Ginecología y Obstetricia - B","Hospitalario","Maternidad","III Nivel"
992,"Cardiología - C","Ambulatorio","Especialidades","III Nivel"
993,"Ginecología y Obstetricia - Norte","Hospitalario","Maternidad","III Nivel"
994,"Emergencias - Sur","Emergencia","Hospitalización","II Nivel"
995,"Consulta Externa - Sala 96","Ambulatorio","Medicina General","I Nivel"
996,"Unidad de Cuidados Intensivos - A","Hospitalario","Crítica","III Nivel"
997,"Unidad de Cuidados Intensivos - B","Hospitalario","Crítica","III Nivel"
998,"Laboratorio Clínico - C","Apoyo","Diagnóstico","II Nivel"
999,"Unidad de Cuidados Intensivos - Norte","Hospitalario","Crítica","III Nivel"
1000,"Ginecología y Obstetricia - Sur","Hospitalario","Maternidad","III Nivel"
